S,I,R
34.0,24.0,42.0
34.0,24.0,42.0
34.0,24.0,42.0
34.0,24.0,42.0
34.0,24.0,42.0
34.0,24.0,42.0
33.0,25.0,42.0
33.0,25.0,42.0
33.0,25.0,42.0
33.0,25.0,42.0
33.0,25.0,42.0
33.0,25.0,42.0
33.0,25.0,42.0
33.0,25.0,42.0
33.0,25.0,42.0
33.0,25.0,42.0
33.0,25.0,42.0
33.0,25.0,42.0
33.0,25.0,42.0
33.0,25.0,42.0
33.0,25.0,42.0
33.0,25.0,42.0
33.0,25.0,42.0
33.0,25.0,42.0
33.0,25.0,42.0
33.0,25.0,42.0
33.0,25.0,42.0
33.0,25.0,42.0
33.0,25.0,42.0
33.0,25.0,42.0
33.0,25.0,42.0
33.0,24.0,43.0
33.0,24.0,43.0
33.0,24.0,43.0
33.0,24.0,43.0
33.0,24.0,43.0
33.0,24.0,43.0
33.0,24.0,43.0
33.0,24.0,43.0
33.0,24.0,43.0
33.0,24.0,43.0
33.0,24.0,43.0
33.0,24.0,43.0
32.0,25.0,43.0
32.0,25.0,43.0
32.0,25.0,43.0
32.0,25.0,43.0
32.0,25.0,43.0
32.0,25.0,43.0
32.0,25.0,43.0
32.0,25.0,43.0
32.0,25.0,43.0
32.0,25.0,43.0
32.0,25.0,43.0
32.0,25.0,43.0
32.0,25.0,43.0
32.0,25.0,43.0
32.0,25.0,43.0
32.0,25.0,43.0
32.0,25.0,43.0
32.0,25.0,43.0
32.0,25.0,43.0
32.0,25.0,43.0
32.0,25.0,43.0
32.0,25.0,43.0
32.0,25.0,43.0
32.0,25.0,43.0
32.0,25.0,43.0
32.0,25.0,43.0
31.0,26.0,43.0
31.0,26.0,43.0
31.0,26.0,43.0
31.0,26.0,43.0
31.0,25.0,44.0
31.0,25.0,44.0
31.0,25.0,44.0
31.0,25.0,44.0
31.0,25.0,44.0
31.0,25.0,44.0
31.0,25.0,44.0
31.0,25.0,44.0
31.0,25.0,44.0
31.0,25.0,44.0
31.0,25.0,44.0
31.0,25.0,44.0
31.0,25.0,44.0
31.0,25.0,44.0
31.0,25.0,44.0
31.0,25.0,44.0
31.0,25.0,44.0
31.0,25.0,44.0
31.0,25.0,44.0
31.0,25.0,44.0
31.0,25.0,44.0
31.0,25.0,44.0
31.0,25.0,44.0
31.0,25.0,44.0
31.0,25.0,44.0
31.0,25.0,44.0
31.0,25.0,44.0
31.0,25.0,44.0
31.0,25.0,44.0
31.0,25.0,44.0
31.0,25.0,44.0
31.0,25.0,44.0
31.0,25.0,44.0
31.0,25.0,44.0
31.0,25.0,44.0
31.0,25.0,44.0
31.0,25.0,44.0
31.0,25.0,44.0
31.0,25.0,44.0
31.0,25.0,44.0
31.0,25.0,44.0
31.0,25.0,44.0
31.0,25.0,44.0
31.0,25.0,44.0
31.0,25.0,44.0
31.0,25.0,44.0
31.0,25.0,44.0
31.0,25.0,44.0
31.0,25.0,44.0
31.0,25.0,44.0
31.0,25.0,44.0
30.0,26.0,44.0
30.0,26.0,44.0
30.0,26.0,44.0
30.0,26.0,44.0
30.0,26.0,44.0
29.0,27.0,44.0
29.0,27.0,44.0
29.0,27.0,44.0
29.0,27.0,44.0
29.0,27.0,44.0
29.0,27.0,44.0
29.0,27.0,44.0
29.0,27.0,44.0
29.0,27.0,44.0
29.0,27.0,44.0
29.0,27.0,44.0
29.0,27.0,44.0
29.0,27.0,44.0
29.0,27.0,44.0
29.0,27.0,44.0
29.0,27.0,44.0
29.0,27.0,44.0
28.0,28.0,44.0
28.0,28.0,44.0
28.0,27.0,45.0
28.0,27.0,45.0
27.0,28.0,45.0
27.0,28.0,45.0
26.0,29.0,45.0
26.0,29.0,45.0
26.0,29.0,45.0
26.0,29.0,45.0
26.0,29.0,45.0
26.0,29.0,45.0
26.0,29.0,45.0
26.0,29.0,45.0
26.0,29.0,45.0
26.0,29.0,45.0
26.0,29.0,45.0
26.0,29.0,45.0
26.0,29.0,45.0
26.0,29.0,45.0
26.0,29.0,45.0
26.0,29.0,45.0
26.0,29.0,45.0
26.0,29.0,45.0
26.0,29.0,45.0
26.0,29.0,45.0
26.0,29.0,45.0
26.0,29.0,45.0
26.0,29.0,45.0
26.0,29.0,45.0
26.0,29.0,45.0
26.0,29.0,45.0
26.0,29.0,45.0
26.0,29.0,45.0
26.0,29.0,45.0
26.0,29.0,45.0
26.0,29.0,45.0
26.0,29.0,45.0
26.0,29.0,45.0
26.0,29.0,45.0
26.0,29.0,45.0
26.0,29.0,45.0
26.0,29.0,45.0
26.0,29.0,45.0
25.0,30.0,45.0
25.0,30.0,45.0
25.0,30.0,45.0
25.0,30.0,45.0
25.0,30.0,45.0
25.0,30.0,45.0
25.0,30.0,45.0
25.0,30.0,45.0
25.0,30.0,45.0
25.0,30.0,45.0
25.0,30.0,45.0
25.0,30.0,45.0
25.0,30.0,45.0
25.0,30.0,45.0
25.0,30.0,45.0
25.0,30.0,45.0
23.0,32.0,45.0
23.0,32.0,45.0
23.0,32.0,45.0
23.0,32.0,45.0
23.0,32.0,45.0
23.0,32.0,45.0
23.0,32.0,45.0
23.0,32.0,45.0
23.0,32.0,45.0
23.0,32.0,45.0
23.0,32.0,45.0
23.0,32.0,45.0
23.0,32.0,45.0
23.0,32.0,45.0
23.0,32.0,45.0
23.0,32.0,45.0
23.0,32.0,45.0
23.0,32.0,45.0
23.0,32.0,45.0
23.0,32.0,45.0
23.0,32.0,45.0
23.0,32.0,45.0
23.0,32.0,45.0
23.0,32.0,45.0
23.0,31.0,46.0
23.0,31.0,46.0
23.0,31.0,46.0
23.0,31.0,46.0
23.0,31.0,46.0
23.0,31.0,46.0
23.0,31.0,46.0
22.0,32.0,46.0
22.0,32.0,46.0
22.0,32.0,46.0
22.0,32.0,46.0
22.0,32.0,46.0
22.0,32.0,46.0
22.0,32.0,46.0
22.0,32.0,46.0
22.0,32.0,46.0
22.0,32.0,46.0
22.0,32.0,46.0
22.0,32.0,46.0
22.0,32.0,46.0
22.0,32.0,46.0
22.0,32.0,46.0
22.0,32.0,46.0
22.0,31.0,47.0
22.0,31.0,47.0
22.0,31.0,47.0
22.0,31.0,47.0
22.0,31.0,47.0
22.0,31.0,47.0
22.0,31.0,47.0
22.0,31.0,47.0
22.0,31.0,47.0
22.0,31.0,47.0
22.0,31.0,47.0
22.0,31.0,47.0
22.0,31.0,47.0
22.0,31.0,47.0
22.0,31.0,47.0
22.0,31.0,47.0
22.0,31.0,47.0
22.0,31.0,47.0
22.0,31.0,47.0
22.0,31.0,47.0
21.0,32.0,47.0
21.0,32.0,47.0
21.0,31.0,48.0
21.0,31.0,48.0
21.0,31.0,48.0
21.0,31.0,48.0
21.0,31.0,48.0
21.0,31.0,48.0
21.0,30.0,49.0
21.0,29.0,50.0
21.0,29.0,50.0
21.0,29.0,50.0
21.0,29.0,50.0
21.0,29.0,50.0
21.0,29.0,50.0
21.0,29.0,50.0
21.0,29.0,50.0
21.0,29.0,50.0
21.0,29.0,50.0
21.0,29.0,50.0
20.0,30.0,50.0
20.0,30.0,50.0
20.0,30.0,50.0
20.0,30.0,50.0
20.0,30.0,50.0
20.0,30.0,50.0
20.0,30.0,50.0
20.0,30.0,50.0
20.0,30.0,50.0
20.0,30.0,50.0
20.0,30.0,50.0
20.0,30.0,50.0
20.0,30.0,50.0
20.0,30.0,50.0
20.0,30.0,50.0
20.0,30.0,50.0
20.0,30.0,50.0
20.0,30.0,50.0
20.0,30.0,50.0
20.0,30.0,50.0
20.0,30.0,50.0
20.0,30.0,50.0
20.0,30.0,50.0
20.0,30.0,50.0
20.0,30.0,50.0
20.0,30.0,50.0
20.0,30.0,50.0
20.0,30.0,50.0
20.0,30.0,50.0
20.0,30.0,50.0
20.0,30.0,50.0
20.0,30.0,50.0
20.0,30.0,50.0
20.0,30.0,50.0
20.0,30.0,50.0
20.0,30.0,50.0
20.0,30.0,50.0
20.0,30.0,50.0
20.0,30.0,50.0
20.0,30.0,50.0
20.0,30.0,50.0
20.0,30.0,50.0
20.0,30.0,50.0
20.0,30.0,50.0
20.0,30.0,50.0
20.0,30.0,50.0
20.0,30.0,50.0
20.0,30.0,50.0
20.0,30.0,50.0
20.0,28.0,52.0
20.0,28.0,52.0
20.0,28.0,52.0
20.0,28.0,52.0
20.0,28.0,52.0
20.0,28.0,52.0
20.0,28.0,52.0
20.0,28.0,52.0
20.0,28.0,52.0
20.0,28.0,52.0
20.0,28.0,52.0
20.0,28.0,52.0
20.0,28.0,52.0
20.0,28.0,52.0
20.0,28.0,52.0
20.0,28.0,52.0
20.0,28.0,52.0
20.0,28.0,52.0
20.0,28.0,52.0
20.0,28.0,52.0
20.0,28.0,52.0
20.0,28.0,52.0
20.0,28.0,52.0
20.0,28.0,52.0
19.0,29.0,52.0
19.0,29.0,52.0
19.0,29.0,52.0
19.0,29.0,52.0
19.0,29.0,52.0
19.0,29.0,52.0
19.0,29.0,52.0
19.0,29.0,52.0
19.0,28.0,53.0
19.0,28.0,53.0
19.0,28.0,53.0
19.0,28.0,53.0
19.0,28.0,53.0
19.0,28.0,53.0
19.0,27.0,54.0
19.0,27.0,54.0
19.0,27.0,54.0
19.0,27.0,54.0
19.0,27.0,54.0
19.0,26.0,55.0
19.0,26.0,55.0
19.0,26.0,55.0
19.0,26.0,55.0
19.0,26.0,55.0
19.0,26.0,55.0
18.0,27.0,55.0
18.0,27.0,55.0
18.0,27.0,55.0
18.0,27.0,55.0
17.0,27.0,56.0
17.0,27.0,56.0
17.0,27.0,56.0
17.0,27.0,56.0
17.0,27.0,56.0
17.0,26.0,57.0
17.0,26.0,57.0
17.0,26.0,57.0
17.0,26.0,57.0
17.0,26.0,57.0
17.0,26.0,57.0
17.0,26.0,57.0
17.0,26.0,57.0
17.0,26.0,57.0
17.0,26.0,57.0
17.0,26.0,57.0
17.0,25.0,58.0
17.0,25.0,58.0
17.0,25.0,58.0
17.0,25.0,58.0
17.0,25.0,58.0
17.0,25.0,58.0
17.0,25.0,58.0
17.0,25.0,58.0
17.0,25.0,58.0
17.0,25.0,58.0
17.0,25.0,58.0
17.0,25.0,58.0
17.0,25.0,58.0
17.0,25.0,58.0
17.0,25.0,58.0
17.0,25.0,58.0
17.0,25.0,58.0
17.0,25.0,58.0
17.0,25.0,58.0
17.0,25.0,58.0
17.0,25.0,58.0
17.0,25.0,58.0
17.0,25.0,58.0
17.0,25.0,58.0
17.0,25.0,58.0
17.0,25.0,58.0
17.0,24.0,59.0
17.0,24.0,59.0
17.0,24.0,59.0
17.0,24.0,59.0
17.0,24.0,59.0
17.0,24.0,59.0
17.0,24.0,59.0
17.0,24.0,59.0
17.0,24.0,59.0
17.0,24.0,59.0
17.0,24.0,59.0
17.0,24.0,59.0
17.0,24.0,59.0
17.0,24.0,59.0
17.0,24.0,59.0
17.0,24.0,59.0
17.0,24.0,59.0
17.0,24.0,59.0
17.0,24.0,59.0
17.0,24.0,59.0
16.0,25.0,59.0
16.0,25.0,59.0
16.0,25.0,59.0
16.0,25.0,59.0
16.0,25.0,59.0
16.0,25.0,59.0
16.0,25.0,59.0
16.0,25.0,59.0
16.0,25.0,59.0
16.0,25.0,59.0
16.0,25.0,59.0
16.0,25.0,59.0
16.0,25.0,59.0
16.0,25.0,59.0
16.0,25.0,59.0
16.0,25.0,59.0
16.0,25.0,59.0
16.0,25.0,59.0
16.0,25.0,59.0
16.0,25.0,59.0
16.0,25.0,59.0
16.0,25.0,59.0
16.0,25.0,59.0
16.0,25.0,59.0
16.0,24.0,60.0
16.0,24.0,60.0
16.0,24.0,60.0
16.0,24.0,60.0
16.0,24.0,60.0
16.0,24.0,60.0
16.0,24.0,60.0
16.0,24.0,60.0
16.0,24.0,60.0
16.0,24.0,60.0
16.0,24.0,60.0
16.0,24.0,60.0
16.0,24.0,60.0
16.0,24.0,60.0
16.0,24.0,60.0
16.0,24.0,60.0
16.0,24.0,60.0
16.0,24.0,60.0
16.0,24.0,60.0
16.0,24.0,60.0
16.0,24.0,60.0
16.0,24.0,60.0
16.0,24.0,60.0
16.0,24.0,60.0
16.0,24.0,60.0
16.0,24.0,60.0
16.0,24.0,60.0
16.0,24.0,60.0
15.0,25.0,60.0
15.0,25.0,60.0
15.0,25.0,60.0
15.0,25.0,60.0
15.0,25.0,60.0
15.0,25.0,60.0
15.0,25.0,60.0
15.0,25.0,60.0
15.0,25.0,60.0
15.0,25.0,60.0
15.0,25.0,60.0
15.0,25.0,60.0
15.0,25.0,60.0
15.0,25.0,60.0
15.0,25.0,60.0
15.0,24.0,61.0
15.0,24.0,61.0
15.0,24.0,61.0
15.0,24.0,61.0
15.0,24.0,61.0
15.0,24.0,61.0
15.0,24.0,61.0
15.0,24.0,61.0
15.0,24.0,61.0
15.0,24.0,61.0
15.0,24.0,61.0
15.0,24.0,61.0
15.0,24.0,61.0
15.0,24.0,61.0
15.0,24.0,61.0
15.0,24.0,61.0
15.0,24.0,61.0
15.0,24.0,61.0
15.0,23.0,62.0
15.0,23.0,62.0
15.0,23.0,62.0
15.0,23.0,62.0
15.0,23.0,62.0
15.0,23.0,62.0
15.0,23.0,62.0
15.0,23.0,62.0
15.0,23.0,62.0
15.0,23.0,62.0
15.0,23.0,62.0
15.0,23.0,62.0
15.0,23.0,62.0
15.0,23.0,62.0
15.0,23.0,62.0
15.0,23.0,62.0
15.0,23.0,62.0
15.0,23.0,62.0
15.0,23.0,62.0
15.0,23.0,62.0
15.0,23.0,62.0
15.0,23.0,62.0
15.0,23.0,62.0
15.0,23.0,62.0
15.0,23.0,62.0
15.0,23.0,62.0
15.0,23.0,62.0
14.0,24.0,62.0
14.0,24.0,62.0
14.0,24.0,62.0
14.0,24.0,62.0
14.0,24.0,62.0
14.0,24.0,62.0
14.0,24.0,62.0
14.0,24.0,62.0
14.0,24.0,62.0
14.0,24.0,62.0
14.0,24.0,62.0
14.0,24.0,62.0
14.0,24.0,62.0
14.0,24.0,62.0
14.0,24.0,62.0
14.0,24.0,62.0
14.0,24.0,62.0
14.0,24.0,62.0
14.0,24.0,62.0
14.0,24.0,62.0
14.0,24.0,62.0
14.0,24.0,62.0
14.0,24.0,62.0
14.0,24.0,62.0
14.0,24.0,62.0
14.0,24.0,62.0
14.0,24.0,62.0
14.0,24.0,62.0
14.0,24.0,62.0
14.0,24.0,62.0
14.0,24.0,62.0
14.0,24.0,62.0
14.0,24.0,62.0
14.0,24.0,62.0
14.0,24.0,62.0
14.0,24.0,62.0
14.0,24.0,62.0
14.0,24.0,62.0
14.0,23.0,63.0
14.0,23.0,63.0
14.0,23.0,63.0
14.0,23.0,63.0
14.0,23.0,63.0
14.0,23.0,63.0
14.0,23.0,63.0
14.0,23.0,63.0
14.0,23.0,63.0
14.0,22.0,64.0
14.0,22.0,64.0
14.0,22.0,64.0
14.0,22.0,64.0
14.0,22.0,64.0
14.0,21.0,65.0
14.0,21.0,65.0
14.0,21.0,65.0
14.0,21.0,65.0
14.0,21.0,65.0
14.0,21.0,65.0
14.0,21.0,65.0
14.0,21.0,65.0
14.0,21.0,65.0
14.0,21.0,65.0
14.0,21.0,65.0
14.0,21.0,65.0
14.0,21.0,65.0
14.0,21.0,65.0
14.0,21.0,65.0
14.0,21.0,65.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
14.0,20.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
13.0,21.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
12.0,22.0,66.0
11.0,23.0,66.0
11.0,23.0,66.0
11.0,23.0,66.0
10.0,24.0,66.0
10.0,24.0,66.0
10.0,24.0,66.0
10.0,23.0,67.0
10.0,23.0,67.0
10.0,23.0,67.0
10.0,23.0,67.0
10.0,23.0,67.0
10.0,23.0,67.0
10.0,23.0,67.0
10.0,23.0,67.0
10.0,23.0,67.0
10.0,23.0,67.0
10.0,23.0,67.0
10.0,23.0,67.0
10.0,23.0,67.0
10.0,23.0,67.0
10.0,23.0,67.0
10.0,23.0,67.0
10.0,23.0,67.0
10.0,23.0,67.0
10.0,23.0,67.0
10.0,23.0,67.0
10.0,23.0,67.0
10.0,23.0,67.0
10.0,23.0,67.0
10.0,22.0,68.0
10.0,22.0,68.0
10.0,22.0,68.0
10.0,22.0,68.0
10.0,22.0,68.0
10.0,22.0,68.0
10.0,22.0,68.0
10.0,22.0,68.0
10.0,22.0,68.0
10.0,22.0,68.0
10.0,22.0,68.0
10.0,22.0,68.0
10.0,22.0,68.0
10.0,22.0,68.0
10.0,22.0,68.0
10.0,22.0,68.0
10.0,22.0,68.0
10.0,22.0,68.0
10.0,22.0,68.0
10.0,22.0,68.0
10.0,22.0,68.0
10.0,22.0,68.0
10.0,22.0,68.0
10.0,22.0,68.0
10.0,21.0,69.0
10.0,21.0,69.0
10.0,21.0,69.0
10.0,21.0,69.0
10.0,21.0,69.0
10.0,21.0,69.0
10.0,20.0,70.0
10.0,20.0,70.0
10.0,20.0,70.0
10.0,20.0,70.0
10.0,20.0,70.0
10.0,20.0,70.0
10.0,20.0,70.0
10.0,20.0,70.0
10.0,20.0,70.0
10.0,20.0,70.0
10.0,20.0,70.0
10.0,20.0,70.0
10.0,20.0,70.0
10.0,20.0,70.0
10.0,20.0,70.0
10.0,20.0,70.0
10.0,20.0,70.0
10.0,20.0,70.0
10.0,19.0,71.0
10.0,19.0,71.0
10.0,19.0,71.0
10.0,19.0,71.0
10.0,19.0,71.0
10.0,18.0,72.0
10.0,18.0,72.0
10.0,18.0,72.0
10.0,17.0,73.0
10.0,17.0,73.0
10.0,17.0,73.0
10.0,17.0,73.0
10.0,17.0,73.0
10.0,17.0,73.0
10.0,17.0,73.0
10.0,17.0,73.0
10.0,17.0,73.0
10.0,17.0,73.0
10.0,17.0,73.0
10.0,17.0,73.0
10.0,17.0,73.0
10.0,17.0,73.0
10.0,17.0,73.0
10.0,17.0,73.0
10.0,17.0,73.0
10.0,17.0,73.0
10.0,17.0,73.0
10.0,17.0,73.0
10.0,17.0,73.0
10.0,17.0,73.0
10.0,17.0,73.0
10.0,17.0,73.0
10.0,17.0,73.0
10.0,17.0,73.0
10.0,17.0,73.0
10.0,17.0,73.0
10.0,17.0,73.0
10.0,17.0,73.0
10.0,17.0,73.0
10.0,17.0,73.0
10.0,17.0,73.0
10.0,17.0,73.0
10.0,17.0,73.0
10.0,17.0,73.0
10.0,17.0,73.0
10.0,17.0,73.0
10.0,16.0,74.0
10.0,16.0,74.0
10.0,16.0,74.0
10.0,16.0,74.0
10.0,16.0,74.0
10.0,16.0,74.0
10.0,16.0,74.0
10.0,16.0,74.0
10.0,16.0,74.0
10.0,16.0,74.0
10.0,16.0,74.0
10.0,16.0,74.0
10.0,16.0,74.0
10.0,16.0,74.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,15.0,75.0
10.0,14.0,76.0
10.0,14.0,76.0
10.0,14.0,76.0
10.0,14.0,76.0
10.0,14.0,76.0
10.0,14.0,76.0
10.0,14.0,76.0
10.0,14.0,76.0
10.0,14.0,76.0
10.0,14.0,76.0
10.0,14.0,76.0
10.0,14.0,76.0
10.0,14.0,76.0
10.0,14.0,76.0
10.0,14.0,76.0
10.0,14.0,76.0
10.0,14.0,76.0
10.0,14.0,76.0
10.0,14.0,76.0
10.0,14.0,76.0
